system,smiles,sites,substituents,base_smiles,n_subs,dv_c_sum,notes
"6,9-Cl/Br-phen",Br.Cl.c1cnc2c(c1)ccc1cccnc12,"6,9","Cl,Br",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"6,9-Cl/NH2-phen",Cl.N.c1cnc2c(c1)ccc1cccnc12,"6,9","Cl,NH2",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"6,9-Cl/OMe-phen",CO.Cl.c1cnc2c(c1)ccc1cccnc12,"6,9","Cl,OMe",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"6,9-Cl/Me-phen",C.Cl.c1cnc2c(c1)ccc1cccnc12,"6,9","Cl,Me",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"6,9-Cl/Et-phen",CC.Cl.c1cnc2c(c1)ccc1cccnc12,"6,9","Cl,Et",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"6,9-Br/CN-phen",Br.C#N.c1cnc2c(c1)ccc1cccnc12,"6,9","Br,CN",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"6,9-Br/CHO-phen",Br.C=O.c1cnc2c(c1)ccc1cccnc12,"6,9","Br,CHO",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"6,9-Br/OCF3-phen",Br.OC(F)(F)F.c1cnc2c(c1)ccc1cccnc12,"6,9","Br,OCF3",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"6,9-Br/Cl-phen",Br.Cl.c1cnc2c(c1)ccc1cccnc12,"6,9","Br,Cl",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"6,9-(Br)2-phen",Br.Br.c1cnc2c(c1)ccc1cccnc12,"6,9","Br,Br",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"6,9-Br/NH2-phen",Br.N.c1cnc2c(c1)ccc1cccnc12,"6,9","Br,NH2",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"6,9-Br/OMe-phen",Br.CO.c1cnc2c(c1)ccc1cccnc12,"6,9","Br,OMe",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"6,9-Br/Me-phen",Br.C.c1cnc2c(c1)ccc1cccnc12,"6,9","Br,Me",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"6,9-Br/Et-phen",Br.CC.c1cnc2c(c1)ccc1cccnc12,"6,9","Br,Et",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"6,9-NH2/CN-phen",C#N.N.c1cnc2c(c1)ccc1cccnc12,"6,9","NH2,CN",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,27.00,
"6,9-NH2/CHO-phen",C=O.N.c1cnc2c(c1)ccc1cccnc12,"6,9","NH2,CHO",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,22.80,
"6,9-NH2/OCF3-phen",N.OC(F)(F)F.c1cnc2c(c1)ccc1cccnc12,"6,9","NH2,OCF3",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"6,9-NH2/Cl-phen",Cl.N.c1cnc2c(c1)ccc1cccnc12,"6,9","NH2,Cl",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"6,9-NH2/Br-phen",Br.N.c1cnc2c(c1)ccc1cccnc12,"6,9","NH2,Br",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"6,9-(NH2)2-phen",N.N.c1cnc2c(c1)ccc1cccnc12,"6,9","NH2,NH2",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,18.00,
"6,9-NH2/OMe-phen",CO.N.c1cnc2c(c1)ccc1cccnc12,"6,9","NH2,OMe",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,14.00,
"6,9-NH2/Me-phen",C.N.c1cnc2c(c1)ccc1cccnc12,"6,9","NH2,Me",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"6,9-NH2/Et-phen",CC.N.c1cnc2c(c1)ccc1cccnc12,"6,9","NH2,Et",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,13.00,
"6,9-OMe/CN-phen",C#N.CO.c1cnc2c(c1)ccc1cccnc12,"6,9","OMe,CN",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,23.00,
"6,9-OMe/CHO-phen",C=O.CO.c1cnc2c(c1)ccc1cccnc12,"6,9","OMe,CHO",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,18.80,
"6,9-OMe/OCF3-phen",CO.OC(F)(F)F.c1cnc2c(c1)ccc1cccnc12,"6,9","OMe,OCF3",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"6,9-OMe/Cl-phen",CO.Cl.c1cnc2c(c1)ccc1cccnc12,"6,9","OMe,Cl",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"6,9-OMe/Br-phen",Br.CO.c1cnc2c(c1)ccc1cccnc12,"6,9","OMe,Br",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"6,9-OMe/NH2-phen",CO.N.c1cnc2c(c1)ccc1cccnc12,"6,9","OMe,NH2",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,14.00,
"6,9-(OMe)2-phen",CO.CO.c1cnc2c(c1)ccc1cccnc12,"6,9","OMe,OMe",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,10.00,
"6,9-OMe/Me-phen",C.CO.c1cnc2c(c1)ccc1cccnc12,"6,9","OMe,Me",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"6,9-OMe/Et-phen",CC.CO.c1cnc2c(c1)ccc1cccnc12,"6,9","OMe,Et",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,9.00,
"6,9-Me/CN-phen",C.C#N.c1cnc2c(c1)ccc1cccnc12,"6,9","Me,CN",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"6,9-Me/CHO-phen",C.C=O.c1cnc2c(c1)ccc1cccnc12,"6,9","Me,CHO",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"6,9-Me/OCF3-phen",C.OC(F)(F)F.c1cnc2c(c1)ccc1cccnc12,"6,9","Me,OCF3",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"6,9-Me/Cl-phen",C.Cl.c1cnc2c(c1)ccc1cccnc12,"6,9","Me,Cl",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"6,9-Me/Br-phen",Br.C.c1cnc2c(c1)ccc1cccnc12,"6,9","Me,Br",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"6,9-Me/NH2-phen",C.N.c1cnc2c(c1)ccc1cccnc12,"6,9","Me,NH2",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"6,9-Me/OMe-phen",C.CO.c1cnc2c(c1)ccc1cccnc12,"6,9","Me,OMe",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"6,9-(Me)2-phen",C.C.c1cnc2c(c1)ccc1cccnc12,"6,9","Me,Me",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"6,9-Me/Et-phen",C.CC.c1cnc2c(c1)ccc1cccnc12,"6,9","Me,Et",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"6,9-Et/CN-phen",C#N.CC.c1cnc2c(c1)ccc1cccnc12,"6,9","Et,CN",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,22.00,
"6,9-Et/CHO-phen",C=O.CC.c1cnc2c(c1)ccc1cccnc12,"6,9","Et,CHO",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,17.80,
"6,9-Et/OCF3-phen",CC.OC(F)(F)F.c1cnc2c(c1)ccc1cccnc12,"6,9","Et,OCF3",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"6,9-Et/Cl-phen",CC.Cl.c1cnc2c(c1)ccc1cccnc12,"6,9","Et,Cl",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"6,9-Et/Br-phen",Br.CC.c1cnc2c(c1)ccc1cccnc12,"6,9","Et,Br",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"6,9-Et/NH2-phen",CC.N.c1cnc2c(c1)ccc1cccnc12,"6,9","Et,NH2",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,13.00,
"6,9-Et/OMe-phen",CC.CO.c1cnc2c(c1)ccc1cccnc12,"6,9","Et,OMe",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,9.00,
"6,9-Et/Me-phen",C.CC.c1cnc2c(c1)ccc1cccnc12,"6,9","Et,Me",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"6,9-(Et)2-phen",CC.CC.c1cnc2c(c1)ccc1cccnc12,"6,9","Et,Et",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,8.00,
"7,8-(CN)2-phen",C#N.C#N.c1cnc2c(c1)ccc1cccnc12,"7,8","CN,CN",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,36.00,
"7,8-CN/CHO-phen",C#N.C=O.c1cnc2c(c1)ccc1cccnc12,"7,8","CN,CHO",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,31.80,
"7,8-CN/OCF3-phen",C#N.OC(F)(F)F.c1cnc2c(c1)ccc1cccnc12,"7,8","CN,OCF3",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"7,8-CN/Cl-phen",C#N.Cl.c1cnc2c(c1)ccc1cccnc12,"7,8","CN,Cl",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"7,8-CN/Br-phen",Br.C#N.c1cnc2c(c1)ccc1cccnc12,"7,8","CN,Br",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"7,8-CN/NH2-phen",C#N.N.c1cnc2c(c1)ccc1cccnc12,"7,8","CN,NH2",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,27.00,
"7,8-CN/OMe-phen",C#N.CO.c1cnc2c(c1)ccc1cccnc12,"7,8","CN,OMe",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,23.00,
"7,8-CN/Me-phen",C.C#N.c1cnc2c(c1)ccc1cccnc12,"7,8","CN,Me",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"7,8-CN/Et-phen",C#N.CC.c1cnc2c(c1)ccc1cccnc12,"7,8","CN,Et",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,22.00,
"7,8-CHO/CN-phen",C#N.C=O.c1cnc2c(c1)ccc1cccnc12,"7,8","CHO,CN",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,31.80,
"7,8-(CHO)2-phen",C=O.C=O.c1cnc2c(c1)ccc1cccnc12,"7,8","CHO,CHO",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,27.60,
"7,8-CHO/OCF3-phen",C=O.OC(F)(F)F.c1cnc2c(c1)ccc1cccnc12,"7,8","CHO,OCF3",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"7,8-CHO/Cl-phen",C=O.Cl.c1cnc2c(c1)ccc1cccnc12,"7,8","CHO,Cl",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"7,8-CHO/Br-phen",Br.C=O.c1cnc2c(c1)ccc1cccnc12,"7,8","CHO,Br",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"7,8-CHO/NH2-phen",C=O.N.c1cnc2c(c1)ccc1cccnc12,"7,8","CHO,NH2",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,22.80,
"7,8-CHO/OMe-phen",C=O.CO.c1cnc2c(c1)ccc1cccnc12,"7,8","CHO,OMe",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,18.80,
"7,8-CHO/Me-phen",C.C=O.c1cnc2c(c1)ccc1cccnc12,"7,8","CHO,Me",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"7,8-CHO/Et-phen",C=O.CC.c1cnc2c(c1)ccc1cccnc12,"7,8","CHO,Et",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,17.80,
"7,8-OCF3/CN-phen",C#N.OC(F)(F)F.c1cnc2c(c1)ccc1cccnc12,"7,8","OCF3,CN",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"7,8-OCF3/CHO-phen",C=O.OC(F)(F)F.c1cnc2c(c1)ccc1cccnc12,"7,8","OCF3,CHO",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"7,8-(OCF3)2-phen",OC(F)(F)F.OC(F)(F)F.c1cnc2c(c1)ccc1cccnc12,"7,8","OCF3,OCF3",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"7,8-OCF3/Cl-phen",Cl.OC(F)(F)F.c1cnc2c(c1)ccc1cccnc12,"7,8","OCF3,Cl",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"7,8-OCF3/Br-phen",Br.OC(F)(F)F.c1cnc2c(c1)ccc1cccnc12,"7,8","OCF3,Br",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"7,8-OCF3/NH2-phen",N.OC(F)(F)F.c1cnc2c(c1)ccc1cccnc12,"7,8","OCF3,NH2",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"7,8-OCF3/OMe-phen",CO.OC(F)(F)F.c1cnc2c(c1)ccc1cccnc12,"7,8","OCF3,OMe",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"7,8-OCF3/Me-phen",C.OC(F)(F)F.c1cnc2c(c1)ccc1cccnc12,"7,8","OCF3,Me",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"7,8-OCF3/Et-phen",CC.OC(F)(F)F.c1cnc2c(c1)ccc1cccnc12,"7,8","OCF3,Et",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"7,8-Cl/CN-phen",C#N.Cl.c1cnc2c(c1)ccc1cccnc12,"7,8","Cl,CN",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"7,8-Cl/CHO-phen",C=O.Cl.c1cnc2c(c1)ccc1cccnc12,"7,8","Cl,CHO",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"7,8-Cl/OCF3-phen",Cl.OC(F)(F)F.c1cnc2c(c1)ccc1cccnc12,"7,8","Cl,OCF3",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"7,8-(Cl)2-phen",Cl.Cl.c1cnc2c(c1)ccc1cccnc12,"7,8","Cl,Cl",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"7,8-Cl/Br-phen",Br.Cl.c1cnc2c(c1)ccc1cccnc12,"7,8","Cl,Br",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"7,8-Cl/NH2-phen",Cl.N.c1cnc2c(c1)ccc1cccnc12,"7,8","Cl,NH2",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"7,8-Cl/OMe-phen",CO.Cl.c1cnc2c(c1)ccc1cccnc12,"7,8","Cl,OMe",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"7,8-Cl/Me-phen",C.Cl.c1cnc2c(c1)ccc1cccnc12,"7,8","Cl,Me",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"7,8-Cl/Et-phen",CC.Cl.c1cnc2c(c1)ccc1cccnc12,"7,8","Cl,Et",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"7,8-Br/CN-phen",Br.C#N.c1cnc2c(c1)ccc1cccnc12,"7,8","Br,CN",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"7,8-Br/CHO-phen",Br.C=O.c1cnc2c(c1)ccc1cccnc12,"7,8","Br,CHO",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"7,8-Br/OCF3-phen",Br.OC(F)(F)F.c1cnc2c(c1)ccc1cccnc12,"7,8","Br,OCF3",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"7,8-Br/Cl-phen",Br.Cl.c1cnc2c(c1)ccc1cccnc12,"7,8","Br,Cl",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"7,8-(Br)2-phen",Br.Br.c1cnc2c(c1)ccc1cccnc12,"7,8","Br,Br",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"7,8-Br/NH2-phen",Br.N.c1cnc2c(c1)ccc1cccnc12,"7,8","Br,NH2",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"7,8-Br/OMe-phen",Br.CO.c1cnc2c(c1)ccc1cccnc12,"7,8","Br,OMe",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"7,8-Br/Me-phen",Br.C.c1cnc2c(c1)ccc1cccnc12,"7,8","Br,Me",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"7,8-Br/Et-phen",Br.CC.c1cnc2c(c1)ccc1cccnc12,"7,8","Br,Et",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"7,8-NH2/CN-phen",C#N.N.c1cnc2c(c1)ccc1cccnc12,"7,8","NH2,CN",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,27.00,
"7,8-NH2/CHO-phen",C=O.N.c1cnc2c(c1)ccc1cccnc12,"7,8","NH2,CHO",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,22.80,
"7,8-NH2/OCF3-phen",N.OC(F)(F)F.c1cnc2c(c1)ccc1cccnc12,"7,8","NH2,OCF3",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"7,8-NH2/Cl-phen",Cl.N.c1cnc2c(c1)ccc1cccnc12,"7,8","NH2,Cl",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"7,8-NH2/Br-phen",Br.N.c1cnc2c(c1)ccc1cccnc12,"7,8","NH2,Br",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"7,8-(NH2)2-phen",N.N.c1cnc2c(c1)ccc1cccnc12,"7,8","NH2,NH2",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,18.00,
"7,8-NH2/OMe-phen",CO.N.c1cnc2c(c1)ccc1cccnc12,"7,8","NH2,OMe",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,14.00,
"7,8-NH2/Me-phen",C.N.c1cnc2c(c1)ccc1cccnc12,"7,8","NH2,Me",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"7,8-NH2/Et-phen",CC.N.c1cnc2c(c1)ccc1cccnc12,"7,8","NH2,Et",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,13.00,
"7,8-OMe/CN-phen",C#N.CO.c1cnc2c(c1)ccc1cccnc12,"7,8","OMe,CN",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,23.00,
"7,8-OMe/CHO-phen",C=O.CO.c1cnc2c(c1)ccc1cccnc12,"7,8","OMe,CHO",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,18.80,
"7,8-OMe/OCF3-phen",CO.OC(F)(F)F.c1cnc2c(c1)ccc1cccnc12,"7,8","OMe,OCF3",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"7,8-OMe/Cl-phen",CO.Cl.c1cnc2c(c1)ccc1cccnc12,"7,8","OMe,Cl",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"7,8-OMe/Br-phen",Br.CO.c1cnc2c(c1)ccc1cccnc12,"7,8","OMe,Br",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"7,8-OMe/NH2-phen",CO.N.c1cnc2c(c1)ccc1cccnc12,"7,8","OMe,NH2",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,14.00,
"7,8-(OMe)2-phen",CO.CO.c1cnc2c(c1)ccc1cccnc12,"7,8","OMe,OMe",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,10.00,
"7,8-OMe/Me-phen",C.CO.c1cnc2c(c1)ccc1cccnc12,"7,8","OMe,Me",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"7,8-OMe/Et-phen",CC.CO.c1cnc2c(c1)ccc1cccnc12,"7,8","OMe,Et",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,9.00,
"7,8-Me/CN-phen",C.C#N.c1cnc2c(c1)ccc1cccnc12,"7,8","Me,CN",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"7,8-Me/CHO-phen",C.C=O.c1cnc2c(c1)ccc1cccnc12,"7,8","Me,CHO",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"7,8-Me/OCF3-phen",C.OC(F)(F)F.c1cnc2c(c1)ccc1cccnc12,"7,8","Me,OCF3",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"7,8-Me/Cl-phen",C.Cl.c1cnc2c(c1)ccc1cccnc12,"7,8","Me,Cl",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"7,8-Me/Br-phen",Br.C.c1cnc2c(c1)ccc1cccnc12,"7,8","Me,Br",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"7,8-Me/NH2-phen",C.N.c1cnc2c(c1)ccc1cccnc12,"7,8","Me,NH2",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"7,8-Me/OMe-phen",C.CO.c1cnc2c(c1)ccc1cccnc12,"7,8","Me,OMe",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"7,8-(Me)2-phen",C.C.c1cnc2c(c1)ccc1cccnc12,"7,8","Me,Me",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"7,8-Me/Et-phen",C.CC.c1cnc2c(c1)ccc1cccnc12,"7,8","Me,Et",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"7,8-Et/CN-phen",C#N.CC.c1cnc2c(c1)ccc1cccnc12,"7,8","Et,CN",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,22.00,
"7,8-Et/CHO-phen",C=O.CC.c1cnc2c(c1)ccc1cccnc12,"7,8","Et,CHO",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,17.80,
"7,8-Et/OCF3-phen",CC.OC(F)(F)F.c1cnc2c(c1)ccc1cccnc12,"7,8","Et,OCF3",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"7,8-Et/Cl-phen",CC.Cl.c1cnc2c(c1)ccc1cccnc12,"7,8","Et,Cl",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"7,8-Et/Br-phen",Br.CC.c1cnc2c(c1)ccc1cccnc12,"7,8","Et,Br",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"7,8-Et/NH2-phen",CC.N.c1cnc2c(c1)ccc1cccnc12,"7,8","Et,NH2",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,13.00,
"7,8-Et/OMe-phen",CC.CO.c1cnc2c(c1)ccc1cccnc12,"7,8","Et,OMe",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,9.00,
"7,8-Et/Me-phen",C.CC.c1cnc2c(c1)ccc1cccnc12,"7,8","Et,Me",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"7,8-(Et)2-phen",CC.CC.c1cnc2c(c1)ccc1cccnc12,"7,8","Et,Et",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,8.00,
"7,9-(CN)2-phen",C#N.C#N.c1cnc2c(c1)ccc1cccnc12,"7,9","CN,CN",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,36.00,
"7,9-CN/CHO-phen",C#N.C=O.c1cnc2c(c1)ccc1cccnc12,"7,9","CN,CHO",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,31.80,
"7,9-CN/OCF3-phen",C#N.OC(F)(F)F.c1cnc2c(c1)ccc1cccnc12,"7,9","CN,OCF3",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"7,9-CN/Cl-phen",C#N.Cl.c1cnc2c(c1)ccc1cccnc12,"7,9","CN,Cl",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"7,9-CN/Br-phen",Br.C#N.c1cnc2c(c1)ccc1cccnc12,"7,9","CN,Br",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"7,9-CN/NH2-phen",C#N.N.c1cnc2c(c1)ccc1cccnc12,"7,9","CN,NH2",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,27.00,
"7,9-CN/OMe-phen",C#N.CO.c1cnc2c(c1)ccc1cccnc12,"7,9","CN,OMe",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,23.00,
"7,9-CN/Me-phen",C.C#N.c1cnc2c(c1)ccc1cccnc12,"7,9","CN,Me",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"7,9-CN/Et-phen",C#N.CC.c1cnc2c(c1)ccc1cccnc12,"7,9","CN,Et",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,22.00,
"7,9-CHO/CN-phen",C#N.C=O.c1cnc2c(c1)ccc1cccnc12,"7,9","CHO,CN",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,31.80,
"7,9-(CHO)2-phen",C=O.C=O.c1cnc2c(c1)ccc1cccnc12,"7,9","CHO,CHO",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,27.60,
"7,9-CHO/OCF3-phen",C=O.OC(F)(F)F.c1cnc2c(c1)ccc1cccnc12,"7,9","CHO,OCF3",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"7,9-CHO/Cl-phen",C=O.Cl.c1cnc2c(c1)ccc1cccnc12,"7,9","CHO,Cl",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"7,9-CHO/Br-phen",Br.C=O.c1cnc2c(c1)ccc1cccnc12,"7,9","CHO,Br",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"7,9-CHO/NH2-phen",C=O.N.c1cnc2c(c1)ccc1cccnc12,"7,9","CHO,NH2",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,22.80,
"7,9-CHO/OMe-phen",C=O.CO.c1cnc2c(c1)ccc1cccnc12,"7,9","CHO,OMe",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,18.80,
"7,9-CHO/Me-phen",C.C=O.c1cnc2c(c1)ccc1cccnc12,"7,9","CHO,Me",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"7,9-CHO/Et-phen",C=O.CC.c1cnc2c(c1)ccc1cccnc12,"7,9","CHO,Et",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,17.80,
"7,9-OCF3/CN-phen",C#N.OC(F)(F)F.c1cnc2c(c1)ccc1cccnc12,"7,9","OCF3,CN",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
